Month,EFPG_name,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
6,"Beans, lentils, and peas, fresh/dried",0.35,0.003,0.365,0.970039053
7,"Beans, lentils, and peas, fresh/dried",0.343,0.0024,0.355,0.954995545
8,"Beans, lentils, and peas, fresh/dried",0.343,0.0025,0.356,0.95284161
9,"Beans, lentils, and peas, fresh/dried",0.339,0.0024,0.347,0.922396282
10,"Beans, lentils, and peas, fresh/dried",0.335,0.0027,0.346,0.916664252
11,"Beans, lentils, and peas, fresh/dried",0.333,0.003,0.339,0.916673571
12,"Beans, lentils, and peas, fresh/dried",0.342,0.0028,0.348,0.929684541
1,"Beans, lentils, and peas, fresh/dried",0.369,0.0033,0.36,1.080211934
2,"Beans, lentils, and peas, fresh/dried",0.36,0.0032,0.357,1.074075894
3,"Beans, lentils, and peas, fresh/dried",0.365,0.0027,0.365,1.064858415
4,"Beans, lentils, and peas, fresh/dried",0.333,0.0039,0.352,1.029258867
5,"Beans, lentils, and peas, fresh/dried",0.372,0.0033,0.368,1.068378787
6,"Beans, lentils, and peas, fresh/dried",0.368,0.0035,0.366,1.086705743
7,"Beans, lentils, and peas, fresh/dried",0.37,0.003,0.367,1.047314235
8,"Beans, lentils, and peas, fresh/dried",0.369,0.0036,0.365,1.045500295
9,"Beans, lentils, and peas, fresh/dried",0.368,0.0039,0.356,1.048138827
10,"Beans, lentils, and peas, fresh/dried",0.359,0.0029,0.352,1.079482358
11,"Beans, lentils, and peas, fresh/dried",0.365,0.0031,0.35,1.090588781
12,"Beans, lentils, and peas, fresh/dried",0.361,0.0027,0.35,1.073718563
1,"Beans, lentils, and peas, fresh/dried",0.365,0.0023,0.36,1.016211041
2,"Beans, lentils, and peas, fresh/dried",0.364,0.002,0.363,1.014871028
3,"Beans, lentils, and peas, fresh/dried",0.372,0.002,0.369,1.016386024
4,"Beans, lentils, and peas, fresh/dried",0.368,0.0026,0.363,1.007826982
5,"Beans, lentils, and peas, fresh/dried",0.381,0.0031,0.375,1.023626355
6,"Beans, lentils, and peas, fresh/dried",0.388,0.0031,0.379,1.033662478
7,"Beans, lentils, and peas, fresh/dried",0.383,0.0035,0.376,1.035050861
8,"Beans, lentils, and peas, fresh/dried",0.384,0.0032,0.374,1.021504578
9,"Beans, lentils, and peas, fresh/dried",0.377,0.0034,0.361,1.062407988
10,"Beans, lentils, and peas, fresh/dried",0.358,0.0024,0.358,1.051869856
11,"Beans, lentils, and peas, fresh/dried",0.359,0.0024,0.354,1.044446187
12,"Beans, lentils, and peas, fresh/dried",0.363,0.0026,0.355,1.053581599
1,"Beans, lentils, and peas, frozen",0.541,0.0017,0.535,0.99769826
2,"Beans, lentils, and peas, frozen",0.554,0.0022,0.559,1.001274418
3,"Beans, lentils, and peas, frozen",0.545,0.0018,0.546,0.986969069
4,"Beans, lentils, and peas, frozen",0.552,0.002,0.549,0.993876443
5,"Beans, lentils, and peas, frozen",0.558,0.0019,0.561,1.004527123
6,"Beans, lentils, and peas, frozen",0.556,0.0018,0.552,0.99981085
7,"Beans, lentils, and peas, frozen",0.555,0.0018,0.556,1.006792402
8,"Beans, lentils, and peas, frozen",0.554,0.0018,0.55,1.000327525
9,"Beans, lentils, and peas, frozen",0.554,0.0019,0.552,0.992235915
10,"Beans, lentils, and peas, frozen",0.543,0.002,0.536,0.996401447
11,"Beans, lentils, and peas, frozen",0.532,0.002,0.524,0.988645326
12,"Beans, lentils, and peas, frozen",0.504,0.002,0.5,0.997488363
1,"Beans, lentils, and peas, frozen",0.628,0.0038,0.614,1.011158452
2,"Beans, lentils, and peas, frozen",0.623,0.004,0.609,1.014194919
3,"Beans, lentils, and peas, frozen",0.616,0.0042,0.597,1.008390779
4,"Beans, lentils, and peas, frozen",0.63,0.0042,0.616,1.014054738
5,"Beans, lentils, and peas, frozen",0.639,0.0043,0.624,1.035978826
6,"Beans, lentils, and peas, frozen",0.645,0.0039,0.631,1.030150038
7,"Beans, lentils, and peas, frozen",0.638,0.0047,0.624,1.017922281
8,"Beans, lentils, and peas, frozen",0.651,0.0049,0.641,1.038234399
9,"Beans, lentils, and peas, frozen",0.633,0.006,0.626,1.00241677
10,"Beans, lentils, and peas, frozen",0.625,0.0058,0.607,1.024113571
11,"Beans, lentils, and peas, frozen",0.605,0.0054,0.599,0.987867831
12,"Beans, lentils, and peas, frozen",0.615,0.0075,0.606,1.004961856
1,"Beans, lentils, and peas, frozen",0.595,0.0049,0.581,1.018652004
2,"Beans, lentils, and peas, frozen",0.607,0.0047,0.597,1.004688111
3,"Beans, lentils, and peas, frozen",0.596,0.0044,0.587,0.997579614
4,"Beans, lentils, and peas, frozen",0.605,0.0058,0.593,1.000921115
5,"Beans, lentils, and peas, frozen",0.611,0.0049,0.61,1.000720751
6,"Beans, lentils, and peas, frozen",0.607,0.0053,0.599,1.000205281
7,"Beans, lentils, and peas, frozen",0.61,0.0046,0.607,1.006665084
8,"Beans, lentils, and peas, frozen",0.603,0.0048,0.594,0.995076545
9,"Beans, lentils, and peas, frozen",0.602,0.0043,0.599,0.991266382
10,"Beans, lentils, and peas, frozen",0.586,0.0058,0.577,0.997828426
11,"Beans, lentils, and peas, frozen",0.571,0.006,0.559,0.986193332
12,"Beans, lentils, and peas, frozen",0.545,0.0057,0.541,0.998476962
1,"Beans, lentils, and peas, frozen",0.494,0.0017,0.498,0.989806792
2,"Beans, lentils, and peas, frozen",0.507,0.0019,0.526,0.990127648
3,"Beans, lentils, and peas, frozen",0.501,0.0018,0.516,0.978620909
4,"Beans, lentils, and peas, frozen",0.5,0.002,0.515,0.9823244
5,"Beans, lentils, and peas, frozen",0.508,0.0021,0.525,1.000149606
6,"Beans, lentils, and peas, frozen",0.503,0.002,0.511,0.993159113
7,"Beans, lentils, and peas, frozen",0.504,0.002,0.517,1.012525763
8,"Beans, lentils, and peas, frozen",0.503,0.0019,0.511,0.993367511
9,"Beans, lentils, and peas, frozen",0.502,0.0021,0.51,0.991784143
10,"Beans, lentils, and peas, frozen",0.493,0.002,0.5,0.988814626
11,"Beans, lentils, and peas, frozen",0.481,0.0019,0.488,0.993992425
12,"Beans, lentils, and peas, frozen",0.449,0.0014,0.457,0.993656905
1,"Beans, lentils, and peas, frozen",0.555,0.0049,0.533,0.98751487
2,"Beans, lentils, and peas, frozen",0.58,0.01,0.563,1.011652816
3,"Beans, lentils, and peas, frozen",0.566,0.0056,0.544,0.984747282
4,"Beans, lentils, and peas, frozen",0.58,0.0061,0.543,1.010465205
5,"Beans, lentils, and peas, frozen",0.574,0.0054,0.554,0.997186285
6,"Beans, lentils, and peas, frozen",0.583,0.0043,0.555,0.991149875
7,"Beans, lentils, and peas, frozen",0.583,0.0045,0.565,0.997247042
8,"Beans, lentils, and peas, frozen",0.583,0.0051,0.557,0.992590926
9,"Beans, lentils, and peas, frozen",0.587,0.0057,0.565,0.990368615
10,"Beans, lentils, and peas, frozen",0.57,0.0051,0.538,0.9800435
11,"Beans, lentils, and peas, frozen",0.564,0.007,0.529,0.990593682
12,"Beans, lentils, and peas, frozen",0.551,0.0104,0.518,1.003819034
1,"Beans, lentils, and peas, frozen",0.496,0.0175,0.463,0.980908007
2,"Beans, lentils, and peas, frozen",0.527,0.0137,0.5,0.960211467
3,"Beans, lentils, and peas, frozen",0.504,0.0191,0.475,0.958732657
4,"Beans, lentils, and peas, frozen",0.521,0.0208,0.486,0.990603687
5,"Beans, lentils, and peas, frozen",0.518,0.0223,0.496,1.009898249
6,"Beans, lentils, and peas, frozen",0.512,0.0168,0.479,0.965456656
7,"Beans, lentils, and peas, frozen",0.525,0.0189,0.489,1.008900458
8,"Beans, lentils, and peas, frozen",0.508,0.0163,0.476,0.962960416
9,"Beans, lentils, and peas, frozen",0.501,0.0196,0.462,0.963305815
10,"Beans, lentils, and peas, frozen",0.487,0.0202,0.45,0.968668128
11,"Beans, lentils, and peas, frozen",0.476,0.0181,0.445,0.976106386
12,"Beans, lentils, and peas, frozen",0.459,0.0145,0.43,0.974145594
1,"Beans, lentils, and peas, frozen",0.623,0.0036,0.611,0.987241804
2,"Beans, lentils, and peas, frozen",0.624,0.0036,0.615,0.972839831
3,"Beans, lentils, and peas, frozen",0.61,0.0051,0.593,0.957629192
4,"Beans, lentils, and peas, frozen",0.621,0.0034,0.609,0.973531627
5,"Beans, lentils, and peas, frozen",0.642,0.0063,0.615,1.007819343
6,"Beans, lentils, and peas, frozen",0.636,0.0048,0.614,0.985796022
7,"Beans, lentils, and peas, frozen",0.639,0.0049,0.618,1.004447235
8,"Beans, lentils, and peas, frozen",0.654,0.0073,0.626,1.006737235
9,"Beans, lentils, and peas, frozen",0.62,0.0044,0.609,0.962211296
10,"Beans, lentils, and peas, frozen",0.65,0.0076,0.617,0.999260975
11,"Beans, lentils, and peas, frozen",0.58,0.0056,0.577,0.933271642
12,"Beans, lentils, and peas, frozen",0.608,0.0067,0.589,0.966715148
1,"Beans, lentils, and peas, frozen",0.575,0.0106,0.551,1.034959373
2,"Beans, lentils, and peas, frozen",0.566,0.0087,0.549,1.001652129
3,"Beans, lentils, and peas, frozen",0.559,0.0118,0.545,0.989876915
4,"Beans, lentils, and peas, frozen",0.557,0.0159,0.553,0.991664741
5,"Beans, lentils, and peas, frozen",0.564,0.0163,0.57,1.030802383
6,"Beans, lentils, and peas, frozen",0.581,0.0129,0.574,1.035798829
7,"Beans, lentils, and peas, frozen",0.571,0.0123,0.569,1.031187478
8,"Beans, lentils, and peas, frozen",0.569,0.012,0.552,1.013366648
9,"Beans, lentils, and peas, frozen",0.571,0.012,0.571,1.018934003
10,"Beans, lentils, and peas, frozen",0.567,0.0165,0.56,1.024493703
11,"Beans, lentils, and peas, frozen",0.527,0.0156,0.538,0.985861438
12,"Beans, lentils, and peas, frozen",0.498,0.015,0.506,0.979150268
1,"Beans, lentils, and peas, frozen",0.465,0.0031,0.454,0.98714765
2,"Beans, lentils, and peas, frozen",0.498,0.0026,0.496,0.987769811
3,"Beans, lentils, and peas, frozen",0.492,0.0029,0.487,0.987316771
4,"Beans, lentils, and peas, frozen",0.484,0.004,0.475,0.988690898
5,"Beans, lentils, and peas, frozen",0.492,0.0031,0.487,0.981128023
6,"Beans, lentils, and peas, frozen",0.486,0.0036,0.476,0.986854919
7,"Beans, lentils, and peas, frozen",0.489,0.0034,0.481,0.996481601
8,"Beans, lentils, and peas, frozen",0.491,0.0038,0.483,0.995657633
9,"Beans, lentils, and peas, frozen",0.476,0.0033,0.471,0.979653133
10,"Beans, lentils, and peas, frozen",0.455,0.0028,0.454,0.966049166
11,"Beans, lentils, and peas, frozen",0.445,0.0028,0.443,0.96841793
12,"Beans, lentils, and peas, frozen",0.416,0.0019,0.416,0.989106073
1,"Beans, lentils, and peas, frozen",0.465,0.0366,0.464,1.022179882
2,"Beans, lentils, and peas, frozen",0.488,0.0393,0.496,1.026826277
3,"Beans, lentils, and peas, frozen",0.499,0.03,0.493,1.015515288
4,"Beans, lentils, and peas, frozen",0.463,0.0361,0.463,1.003691665
5,"Beans, lentils, and peas, frozen",0.501,0.0363,0.487,1.016439071
6,"Beans, lentils, and peas, frozen",0.484,0.0523,0.471,1.003251551
7,"Beans, lentils, and peas, frozen",0.503,0.0511,0.487,1.034909382
8,"Beans, lentils, and peas, frozen",0.489,0.0451,0.473,0.99448752
9,"Beans, lentils, and peas, frozen",0.502,0.0257,0.49,0.993932674
10,"Beans, lentils, and peas, frozen",0.461,0.0371,0.447,0.958551507
11,"Beans, lentils, and peas, frozen",0.458,0.0407,0.439,0.968951637
12,"Beans, lentils, and peas, frozen",0.437,0.0168,0.43,1.001636972
1,"Beans, lentils, and peas, frozen",0.482,0.0083,0.451,1.012444385
2,"Beans, lentils, and peas, frozen",0.511,0.0073,0.483,1.009192573
3,"Beans, lentils, and peas, frozen",0.495,0.0087,0.466,1.002534652
4,"Beans, lentils, and peas, frozen",0.484,0.011,0.447,1.008174505
5,"Beans, lentils, and peas, frozen",0.496,0.008,0.468,0.993056357
6,"Beans, lentils, and peas, frozen",0.483,0.0091,0.452,0.994913444
7,"Beans, lentils, and peas, frozen",0.485,0.0085,0.454,0.994056836
8,"Beans, lentils, and peas, frozen",0.481,0.0084,0.452,0.987052156
9,"Beans, lentils, and peas, frozen",0.459,0.0065,0.436,0.976087463
10,"Beans, lentils, and peas, frozen",0.446,0.0056,0.424,0.956134982
11,"Beans, lentils, and peas, frozen",0.45,0.008,0.424,0.960915848
12,"Beans, lentils, and peas, frozen",0.427,0.0069,0.406,0.980312825
1,"Beans, lentils, and peas, frozen",0.509,0.0229,0.497,1.015003066
2,"Beans, lentils, and peas, frozen",0.528,0.0515,0.526,1.05823801
3,"Beans, lentils, and peas, frozen",0.558,0.0372,0.528,1.022626435
4,"Beans, lentils, and peas, frozen",0.566,0.0348,0.514,1.026530221
5,"Beans, lentils, and peas, frozen",0.583,0.0344,0.531,1.048048567
6,"Beans, lentils, and peas, frozen",0.567,0.0227,0.528,0.999528594
7,"Beans, lentils, and peas, frozen",0.584,0.0274,0.537,1.030714579
8,"Beans, lentils, and peas, frozen",0.579,0.0307,0.529,1.033084231
9,"Beans, lentils, and peas, frozen",0.579,0.0345,0.524,1.026445984
10,"Beans, lentils, and peas, frozen",0.544,0.0281,0.497,0.976464405
11,"Beans, lentils, and peas, frozen",0.557,0.0426,0.495,1.024002113
12,"Beans, lentils, and peas, frozen",0.508,0.0501,0.476,1.018258253
1,"Beans, lentils, and peas, frozen",0.593,0.0064,0.628,1.004887156
2,"Beans, lentils, and peas, frozen",0.575,0.0078,0.626,0.997070733
3,"Beans, lentils, and peas, frozen",0.563,0.0058,0.628,0.987141661
4,"Beans, lentils, and peas, frozen",0.567,0.0099,0.646,0.975123123
5,"Beans, lentils, and peas, frozen",0.613,0.0121,0.661,1.052757421
6,"Beans, lentils, and peas, frozen",0.601,0.0093,0.633,1.015984622
7,"Beans, lentils, and peas, frozen",0.604,0.0109,0.644,1.054278008
8,"Beans, lentils, and peas, frozen",0.602,0.0097,0.637,0.991749592
9,"Beans, lentils, and peas, frozen",0.618,0.0107,0.658,1.029623908
10,"Beans, lentils, and peas, frozen",0.608,0.0117,0.653,1.048630833
11,"Beans, lentils, and peas, frozen",0.607,0.0112,0.65,1.03093004
12,"Beans, lentils, and peas, frozen",0.566,0.0133,0.623,1.015450161
1,"Beans, lentils, and peas, frozen",0.651,0.012,0.606,1.052108045
2,"Beans, lentils, and peas, frozen",0.64,0.0124,0.589,1.061967149
3,"Beans, lentils, and peas, frozen",0.639,0.0127,0.583,1.06420905
4,"Beans, lentils, and peas, frozen",0.645,0.0122,0.598,1.043302294
5,"Beans, lentils, and peas, frozen",0.645,0.0119,0.604,1.072887882
6,"Beans, lentils, and peas, frozen",0.652,0.0108,0.617,1.068214698
7,"Beans, lentils, and peas, frozen",0.639,0.0125,0.599,1.050460756
8,"Beans, lentils, and peas, frozen",0.642,0.0119,0.607,1.067790493
9,"Beans, lentils, and peas, frozen",0.642,0.0161,0.607,1.049575291
10,"Beans, lentils, and peas, frozen",0.627,0.0141,0.576,1.054816055
11,"Beans, lentils, and peas, frozen",0.612,0.0124,0.587,0.998502148
12,"Beans, lentils, and peas, frozen",0.615,0.0159,0.591,1.019989317
1,"Beans, lentils, and peas, frozen",0.6,0.0031,0.596,1.032125557
2,"Beans, lentils, and peas, frozen",0.591,0.0033,0.59,1.027402581
3,"Beans, lentils, and peas, frozen",0.569,0.0038,0.581,1.007442878
4,"Beans, lentils, and peas, frozen",0.57,0.0044,0.588,0.992987804
5,"Beans, lentils, and peas, frozen",0.605,0.0038,0.614,1.052341352
6,"Beans, lentils, and peas, frozen",0.623,0.0035,0.63,1.057130237
7,"Beans, lentils, and peas, frozen",0.646,0.0046,0.627,1.056944934
8,"Beans, lentils, and peas, frozen",0.64,0.0052,0.649,1.076276037
9,"Beans, lentils, and peas, frozen",0.63,0.0044,0.632,1.034167051
10,"Beans, lentils, and peas, frozen",0.575,0.0071,0.576,1.042133864
11,"Beans, lentils, and peas, frozen",0.604,0.0053,0.602,1.026959785
12,"Beans, lentils, and peas, frozen",0.64,0.0045,0.62,1.057437835
1,"Beans, lentils, and peas, canned",0.224,0.0006,0.219,0.994495509
2,"Beans, lentils, and peas, canned",0.226,0.0006,0.223,1.001315827
3,"Beans, lentils, and peas, canned",0.229,0.0006,0.226,1.005313505
4,"Beans, lentils, and peas, canned",0.229,0.0005,0.226,0.999404513
5,"Beans, lentils, and peas, canned",0.229,0.0005,0.226,0.987194751
6,"Beans, lentils, and peas, canned",0.23,0.0006,0.227,0.999494102
7,"Beans, lentils, and peas, canned",0.233,0.0006,0.227,1.007753214
8,"Beans, lentils, and peas, canned",0.233,0.0005,0.229,1.012875339
9,"Beans, lentils, and peas, canned",0.228,0.0005,0.224,1.003903529
10,"Beans, lentils, and peas, canned",0.224,0.0005,0.221,0.999960575
11,"Beans, lentils, and peas, canned",0.23,0.0006,0.226,1.014705185
12,"Beans, lentils, and peas, canned",0.234,0.0006,0.23,1.030231217
1,"Beans, lentils, and peas, canned",0.228,0.0018,0.212,0.995019341
2,"Beans, lentils, and peas, canned",0.238,0.0013,0.229,1.017020288
3,"Beans, lentils, and peas, canned",0.24,0.0014,0.231,1.017770528
4,"Beans, lentils, and peas, canned",0.236,0.0011,0.23,0.998740243
5,"Beans, lentils, and peas, canned",0.24,0.0013,0.23,0.99912544
6,"Beans, lentils, and peas, canned",0.242,0.0015,0.232,1.015420858
7,"Beans, lentils, and peas, canned",0.243,0.002,0.227,1.018464063
8,"Beans, lentils, and peas, canned",0.248,0.0016,0.236,1.035037939
9,"Beans, lentils, and peas, canned",0.243,0.0015,0.232,1.017652321
10,"Beans, lentils, and peas, canned",0.239,0.0013,0.232,1.008895733
11,"Beans, lentils, and peas, canned",0.246,0.0019,0.234,1.024199235
12,"Beans, lentils, and peas, canned",0.253,0.002,0.24,1.050463418
1,"Beans, lentils, and peas, canned",0.218,0.0015,0.22,0.990926569
2,"Beans, lentils, and peas, canned",0.218,0.0014,0.22,0.990478949
3,"Beans, lentils, and peas, canned",0.225,0.0019,0.228,1.006153582
4,"Beans, lentils, and peas, canned",0.228,0.0017,0.23,0.999049309
5,"Beans, lentils, and peas, canned",0.227,0.0015,0.228,0.979961597
6,"Beans, lentils, and peas, canned",0.228,0.0017,0.229,0.989802086
7,"Beans, lentils, and peas, canned",0.229,0.0017,0.228,0.999343333
8,"Beans, lentils, and peas, canned",0.227,0.0019,0.227,0.99947139
9,"Beans, lentils, and peas, canned",0.218,0.0016,0.22,0.99868153
10,"Beans, lentils, and peas, canned",0.214,0.0015,0.216,0.993270602
11,"Beans, lentils, and peas, canned",0.22,0.0017,0.223,1.009146821
12,"Beans, lentils, and peas, canned",0.225,0.0017,0.229,1.025112536
1,"Beans, lentils, and peas, canned",0.226,0.0003,0.222,1.0121378
2,"Beans, lentils, and peas, canned",0.227,0.0004,0.223,1.015222507
3,"Beans, lentils, and peas, canned",0.228,0.0004,0.226,1.012471809
4,"Beans, lentils, and peas, canned",0.229,0.0004,0.227,1.007178797
5,"Beans, lentils, and peas, canned",0.23,0.0004,0.227,1.001725171
6,"Beans, lentils, and peas, canned",0.23,0.0004,0.227,1.012229316
7,"Beans, lentils, and peas, canned",0.231,0.0004,0.228,1.014282318
8,"Beans, lentils, and peas, canned",0.231,0.0004,0.228,1.017734899
9,"Beans, lentils, and peas, canned",0.228,0.0004,0.225,1.011614967
10,"Beans, lentils, and peas, canned",0.225,0.0004,0.222,1.012719387
11,"Beans, lentils, and peas, canned",0.228,0.0004,0.225,1.019113059
12,"Beans, lentils, and peas, canned",0.23,0.0003,0.229,1.029666906
1,"Beans, lentils, and peas, canned",0.222,0.0015,0.219,1.019350784
2,"Beans, lentils, and peas, canned",0.223,0.0019,0.219,1.027056834
3,"Beans, lentils, and peas, canned",0.226,0.0014,0.223,1.035254417
4,"Beans, lentils, and peas, canned",0.226,0.0014,0.22,1.031691883
5,"Beans, lentils, and peas, canned",0.222,0.0014,0.219,1.011494155
6,"Beans, lentils, and peas, canned",0.222,0.0014,0.222,1.01983899
7,"Beans, lentils, and peas, canned",0.23,0.0013,0.224,1.039718585
8,"Beans, lentils, and peas, canned",0.231,0.001,0.225,1.038981839
9,"Beans, lentils, and peas, canned",0.227,0.0012,0.221,1.030309769
10,"Beans, lentils, and peas, canned",0.224,0.0009,0.218,1.020230069
11,"Beans, lentils, and peas, canned",0.232,0.0012,0.224,1.054202623
12,"Beans, lentils, and peas, canned",0.234,0.0012,0.226,1.065079635
1,"Beans, lentils, and peas, canned",0.228,0.0039,0.219,1.010547477
2,"Beans, lentils, and peas, canned",0.227,0.0037,0.218,1.003719913
3,"Beans, lentils, and peas, canned",0.229,0.0036,0.222,1.013973173
4,"Beans, lentils, and peas, canned",0.232,0.0036,0.223,1.009703785
5,"Beans, lentils, and peas, canned",0.228,0.0032,0.221,0.985475817
6,"Beans, lentils, and peas, canned",0.23,0.0037,0.222,0.998731195
7,"Beans, lentils, and peas, canned",0.229,0.0037,0.22,0.995391928
8,"Beans, lentils, and peas, canned",0.23,0.0045,0.22,1.001546067
9,"Beans, lentils, and peas, canned",0.227,0.0038,0.218,0.985181009
10,"Beans, lentils, and peas, canned",0.226,0.0046,0.215,0.998085376
11,"Beans, lentils, and peas, canned",0.229,0.0043,0.218,1.012781162
